"","SW837.sgCh2.2","SW837.sgBIRC6.1","SW837.sgBIRC6.4","SNU503.sgCh2.2","SNU503.sgBIRC6.1","SNU503.sgBIRC6.4","HCC15.sgCh2.2","HCC15.sgBIRC6.1","HCC15.sgBIRC6.4","HCC95.sgCh2.2","HCC95.sgBIRC6.1","HCC95.sgBIRC6.4","JIMT1.sgCh2.2","JIMT1.sgBIRC6.1","JIMT1.sgBIRC6.4","HCC202.sgCh2.2","HCC202.sgBIRC6.1","HCC202.sgBIRC6.4"
"AMIGO3 (ENSG00000176020.7)",1.0225,1.1,1.1625,1.235,0.99,1.3275,1.19,0.735,1.52,0.685,0.845,0.63,2.9075,2.9175,2.88,12.0575,9.625,9.6875
"B3GALT6 (ENSG00000176022.3)",22.9625,23.215,23.6125,23.625,20.9375,20.0975,7.12,6.8075,7.2375,12.575,13.1075,12.98,3.115,2.395,2.32,16.7825,19.405,19.02
"ZNF613 (ENSG00000176024.12)",4.3525,3.565,3.405,0,0,0,3.33,4.29,3.09,3.7125,3.8025,2.9275,6.9025,8.405,7.185,45.1025,43.18,37.8075
"NUPR1 (ENSG00000176046.7)",36.245,41.6325,35.8975,48.925,115.265,118.57,3.3775,7.7375,6.1925,1.0575,0.6375,0.845,58.4825,62.2225,75.0175,772.2625,1102.64,1109.65
"JAKMIP2 (ENSG00000176049.11)",0,0.72,0,62.1875,49.1,53.5875,0,0,0,1.7225,1.325,1.1575,0,0,0,0,0.0475,0
"MBLAC2 (ENSG00000176055.9)",5.3875,5.46,4.885,3.5925,4.0575,3.8575,4.6625,4.965,5.445,7.055,8.1525,6.8925,1.1025,1.3275,1.05,3.905,4.9275,5.12
"TPRN (ENSG00000176058.7)",29.175,28.495,30.245,19.3875,19.26,20.8,8.115,8.1675,8.2625,13.7725,16.5675,16.8075,8.695,8.155,13.7375,45.21,41.2075,36.6475
"SLC35A4 (ENSG00000176087.10)",69.3775,59.715,55.575,45.79,43.0375,46.54,60.25,57.9125,60.835,52.3325,51.7425,51.12,33.2775,34.11,38.2175,70.7775,62.035,63.545
"CRYBG2 (ENSG00000176092.9)",40.555,44.435,44.345,9.955,8.295,9.76,6.0775,4.1575,7.89,5.7025,4.3875,4.7,19.5325,20.715,23.2475,4.63,7.85,8.0475
"IP6K1 (ENSG00000176095.7)",16.4625,16.3475,15.86,22.9025,22.19,21.155,15.6425,16.0975,15.135,16.0125,16.5525,16.525,30.3575,30.3175,32.7525,23.1975,22.4325,23.035
"SSNA1 (ENSG00000176101.7)",80.75,68.2625,72.775,105.48,84.38,79.5075,79.9525,83.0975,83.0625,59.5375,67.1825,60.795,94.69,87.42,87.895,146.1675,132.5025,138.3575
"CSTF3 (ENSG00000176102.7)",38.715,35.325,40.8675,27.745,26.835,24.5925,53,55.305,48.785,20.725,16.585,20.185,52.48,48.3925,42.17,35.86,29.9575,32.36
"YES1 (ENSG00000176105.9)",32.8875,35.1525,31.7325,35.015,39.4,41.06,11.7575,12.715,12.1425,140.7375,149.2725,163.0875,86.215,83.415,79.9325,151.9,162.21,161.1825
"CHMP6 (ENSG00000176108.5)",28.74,28.9075,30.2175,28.4625,27.74,21.4075,10.14,8.1025,8.6075,29.0225,29.86,23.5,10.3025,10.935,10.0675,24.68,31.2875,28.505
"DLEU1 (ENSG00000176124.7)",9.605,10.635,13.67,31.9375,31.1975,32.8225,19.2525,18.8425,18.48,30.255,29.3125,30.0975,17.615,15.5975,17.6975,13.235,17.87,16.15
"UFSP1 (ENSG00000176125.3)",4.8825,6.1675,6.0425,3.09,4.555,3.3425,1.915,1.45,1.1975,3.42,4.285,4.4,0.8375,0.97,1.225,7.92,6.7625,8.6125
"TMEM39A (ENSG00000176142.8)",39.605,39.855,37.6325,28.1825,34.3175,40.4825,12.2825,9.505,12.7375,18.865,17.255,20.7075,37.0575,36.8175,38.48,15.7425,23.1825,27.99
"TCP11L1 (ENSG00000176148.11)",12.4925,11.925,11.3575,6.57,5.03,5.2975,4.3875,5.125,4.715,11.4625,10.0825,9.6,5.67,5.7825,6.565,8.8075,11.0675,9.485
"GPX2 (ENSG00000176153.10)",2.38,11.58,1.6175,1097.75,990.595,971.3775,0,0,0.4725,276.3575,252.43,238.1675,0.4425,0,0.42,0,0.6775,0.63
"CCDC57 (ENSG00000176155.14)",32.375,22.58,25.6125,7,5.8475,7.23,19.785,22.51,15.9125,11.31,11.725,8.2725,26.2325,30.0975,28.395,355.6225,352.8275,344.675
"FOXG1 (ENSG00000176165.7)",0,0.095,0,10.03,9.66,8.2575,0,0,0,0,0,0,0,0,0,0,0,0
"SPHK1 (ENSG00000176170.9)",14.63,13.5525,13.995,9.805,7.3,8.005,7.395,7.3225,7.375,4.8675,6.815,6.555,19.46,15.5925,18.39,4.21,4.145,4.0075
"BNIP3 (ENSG00000176171.7)",0.515,0.975,0.5625,52.955,57.355,59.115,94.55,91.955,91.695,60.0625,63.1075,59.245,71.7575,69.195,66.015,76.8025,74.39,76.5425
"MYPOP (ENSG00000176182.5)",9.44,9.5875,9.6825,14.3975,13.65,11.265,5.8175,5.425,5.965,9.6225,9.7625,7.2325,9.1075,6.7525,8.4725,7.91,8.8125,6.65
"LRRTM4 (ENSG00000176204.9)",0,0,0,0.07,0.0325,0,0,0,0,0.715,0.4175,0.36,0,0.0475,0,0,0,0.0525
"ATAD5 (ENSG00000176208.4)",5.5125,4.9025,4.4075,7.685,5.4025,5.0825,8.775,9.2325,8.885,8.31,7.2375,9.54,7.6975,7.015,4.6225,1.7775,1.9125,1.8025
"SMIM19 (ENSG00000176209.7)",45.91,49.0175,44.4175,62.53,60.9025,52.8825,26.02,23.015,20.485,211.805,220.6125,208.8575,48.3025,52.5425,56.0975,85.495,102.075,112.655
"ZNF404 (ENSG00000176222.7)",5.465,3.7875,3.525,0.615,0.4725,0.275,1.055,0.795,1.375,0.2175,0,0.1525,5.5375,3.595,3.81,0.4725,0.6375,0.3175
"RTTN (ENSG00000176225.8)",11.995,10.39,9.515,9.095,5.3625,7.21,15.2975,16.0525,14.2525,7.2175,5.96,6.48,8.5075,7.875,6.87,5.4125,5.285,6.45
"NA (ENSG00000176227.9)",1.72,1.8125,2.115,1.0925,0.825,0.565,0.095,0.695,0.655,0.1875,0.065,0.125,0,0.0825,0.0975,0.5025,1.5875,0.0925
"ACBD7 (ENSG00000176244.6)",4.4625,3.9225,3.4075,3.4175,1.86,2.15,6.8975,3.7875,4.66,7.8375,6.1325,7.335,9.0625,7.175,6.925,1.4475,0.225,0.7275
"ANAPC2 (ENSG00000176248.7)",25.03,22.5775,22.2825,29.815,24.955,24.275,21.85,22.8425,24.75,16.3575,16.785,16.51,20.6025,20.27,19.4425,53.0925,54.6025,49.03
"ZBTB8OS (ENSG00000176261.11)",66.2975,69.2675,70.0775,66.37,69.5575,73.1675,79.835,80.7225,79.7,60.0175,60.465,65.0625,66.8225,67.1975,64.765,92.1325,90.63,87.3225
"SLC35G1 (ENSG00000176273.10)",5.9,5.36,5.6775,45.1675,19.7825,18.955,15.165,17.1775,15.2925,12.185,10.14,10.9925,3.0525,3.5325,3.3,2.3,2.505,2.17
"NA (ENSG00000176274.6)",3.44,4.1225,3.465,4.28,3.2275,5.215,6.615,4.8425,6.7375,3.435,2.8325,1.8,6.685,7.1675,6.83,1.5225,2.825,1.9725
"ZNF135 (ENSG00000176293.15)",0,0,0,0.1175,0,0,1.235,1.01,1.465,0.1,0,0.0775,4.105,4.06,3.345,0,0,0
"NA (ENSG00000176305.5)",0.4625,0.3,0.5125,0.54,0.205,0.3425,2.5325,2.2075,2.2125,0.0875,0,0,0.13,0.765,0.53,1.455,0.3875,1.2425
"COX8A (ENSG00000176340.3)",833.265,779.5375,838.49,508.755,415.22,348.645,882.1375,776.5225,819.3625,568.1325,530.33,495.9875,653.795,670.6475,692.95,1299.8,1067.277,1111.452
"NA (ENSG00000176354.2)",0.2775,0.3175,0,0.0525,0.2025,0.07,0.1325,0.0525,0,0,0.0625,0.31,0.32,0.4175,0,0.5275,0.47,1.0725
"ZSCAN2 (ENSG00000176371.9)",9.255,7.945,9.9875,10.3225,7.9925,7.1575,7.2225,6.625,6.485,7.435,8.6625,6.8325,13.7,13.8175,12.925,19.87,20.165,22.5125
"B3GNT4 (ENSG00000176383.8)",6.67,4.6575,4.755,3.1675,4.1575,2.8175,0.3325,0.7225,0.5225,3.0875,2.9275,2.285,1.5925,1.6475,1.83,2.285,2.8025,2.565
"CDC26 (ENSG00000176386.4)",43.7325,40.2775,43.615,42.415,45.7725,46.8675,37.025,42.615,38.71,70.5325,65.27,72.1275,56.25,52.38,52.9675,40.9525,42.6,37.8275
"HSD11B2 (ENSG00000176387.6)",77.9475,86.125,78.8,22.35,17.49,19.645,0.9175,0.3675,0.4275,3.2125,4.3625,2.9475,7.9875,5.4675,7.92,12.96,16.105,6.715
"CRLF3 (ENSG00000176390.10)",20.18,19.8275,18.5075,16.81,15.845,14.17,17.2825,16.5725,16.8825,23.3625,21.295,25.34,33.075,31.4425,30.58,5.0775,7.5975,6.085
"RNPEP (ENSG00000176393.6)",116.5625,116.5825,112.2225,56.5175,52.9225,44.58,88.305,84.12,84.0375,83.2,75.325,80.3875,95.7125,94.0475,96.8675,124.01,111.8125,102.85
"EID2 (ENSG00000176396.9)",14.7525,14.4025,14.8675,24.375,23.83,20.565,23.485,25.1325,22.7575,16.4175,14.9575,15.28,13.6625,12.39,14.38,9.635,9.645,10.09
"DMRTA1 (ENSG00000176399.3)",0,0.02,0,0.5,0.3575,0.615,2.1575,2.6925,2.3575,0,0,0,0.3125,0.2225,0.39,0.0825,0.12,0.205
"EID2B (ENSG00000176401.5)",0.9925,0.97,1.1825,2.3175,1.5525,1.6675,2.81,4.745,4.7325,2.1775,2.5875,1.3775,3.5075,2.295,2.5475,0.605,0.7125,1.2375
"GJC3 (ENSG00000176402.5)",1.265,1.34,1.2325,0.12,0,0,0,0.0975,0.19,0.2075,0,0,0,0,0,9.145,12.7175,10.6175
"RIMS2 (ENSG00000176406.16)",0,0.03,0,6.9675,8.5475,8.8225,0,0,0.0125,1.5375,1.49,1.785,9.4925,8.6925,10.3875,2.77,3.1325,2.9975
"KCMF1 (ENSG00000176407.13)",98.7075,110.22,108.3925,114.9675,135.3425,147.485,94.78,97.1075,110.5275,71.6425,79.3575,88.545,167.265,170.8875,182.3325,110.795,125.7525,129.5375
"DNAJC30 (ENSG00000176410.7)",9.3025,11.985,10.5425,12.3875,11.8275,12.8,10.065,9.605,9.0225,14.9275,15.7375,14.4075,3.1425,3.2375,3.2975,17.45,17.67,19.27
"SPRYD4 (ENSG00000176422.10)",19.4775,19.1525,19.0375,15.8775,15.8175,15.205,10.8875,9.535,10.385,12.535,10.8125,11.365,3.35,2.55,2.32,15.7625,15.39,15.1875
"VPS37D (ENSG00000176428.5)",2.0075,1.6775,1.5675,3.21,2.9125,2.6225,1.715,2.2475,2.33,3.0275,3.1075,2.69,3.4325,2.425,3.4025,15.475,13.625,16.575
"SYNE3 (ENSG00000176438.8)",2.6225,2.93,2.395,1.4525,2.15,2.28,2.825,3.1525,3.0325,0.43,0.2075,0.2825,2.085,2.545,2.0375,0,0.05,0.0475
"CLK2 (ENSG00000176444.14)",28.205,29.3075,25.285,45.705,38.285,34.585,14.1125,13.63,13.76,19.55,14.825,14.7975,18.4375,17.0425,14.175,31.25,31.095,29.4975
"LPCAT4 (ENSG00000176454.9)",43.4825,42.3475,40.535,26.0425,18.8925,16.0125,15.1825,15.0025,16.925,38.3925,32.37,31.845,37.4425,31.685,32.2975,9.4825,9.0825,8.7325
"SLCO3A1 (ENSG00000176463.9)",12.6625,11.475,11.76,77.375,90.0375,96.1825,15.705,14.8275,13.2025,38.565,36.88,33.3575,29.53,24.885,27.9,0,0,0.11
"ZNF575 (ENSG00000176472.6)",0.65,0.6975,0.7275,2.2425,1.845,1.47,1.33,0.805,0.84,1.115,0.65,0.4725,0.3975,0.285,0.3575,0.8775,0.9175,1.18
"WDR25 (ENSG00000176473.9)",12.8775,10.9775,13.0075,6.845,10.6775,10.8475,8.5225,6.995,8.9075,4.21,6.585,4.7975,2.925,3.8125,3.49,12.91,11.995,11.6625
"SGF29 (ENSG00000176476.4)",26.06,25.4075,25.795,29.09,27.9075,28.165,24.27,26.2325,25.12,13.3875,16.7525,14.245,13.2725,12.515,14.3225,35.695,36.495,32.605
"PLA2G16 (ENSG00000176485.6)",177.045,152.2775,154.375,12.01,24.5,21.46,78.245,82.0775,83.955,13.07,5.7525,7.1325,170.61,182.4575,205.645,186.2425,155.3075,149.1125
"DIRAS1 (ENSG00000176490.4)",5.5675,5.5175,5.5725,4.3825,3.8725,4.485,1.05,1.2975,0.8925,8.0575,7.8525,9.765,8.06,8.045,8.9875,1.275,1.625,2.2875
"PHLDB3 (ENSG00000176531.6)",17.92,21.4425,24.9025,22.2025,25.4275,23.37,20.89,17.52,21.1975,15.925,13.0025,11.37,15.6625,15.55,14.8275,12.44,12.025,13.4475
"PRR15 (ENSG00000176532.3)",29.925,22.655,23.6325,16.56,9.775,12.93,0.9225,0.7275,0.9025,6.9375,4.9925,4.0275,15.3625,9.6175,14.675,44.2475,84.93,85.645
"GNG7 (ENSG00000176533.8)",1.7325,2.4875,1.5675,0.8025,0.8675,0.7325,0.32,0.3325,0.2525,1.9275,1.4575,1.095,3.5675,3.9375,4.1425,1.4,1.7525,1.45
"USF3 (ENSG00000176542.5)",4.0725,4.05,4.085,5.63,6.025,5.76,2.1125,1.9825,2.0525,2.3525,2.335,2.8925,5.64,6.305,5.225,5.55,7.6175,6.3225
"CNTD1 (ENSG00000176563.5)",0.3175,0.4825,0.6475,0.21,0.335,0.3675,0.425,0.4,0.325,0.845,0.955,1.23,0.2025,0.1925,0.675,5.4375,8.0425,7.6625
" (ENSG00000176593.3)",0.9325,1.5775,2.2575,1.335,0.55,0.8125,0.9975,1.0825,1.055,0.98,0.4875,0.75,2.1875,2.985,2.17,1.73,2.7,2.8175
"KBTBD11 (ENSG00000176595.3)",5.7125,6.2725,5.735,2.205,2.01,1.8525,1.28,1.6625,1.64,1.11,1.1625,1.38,0.7675,0.82,1.15,0,0.02,0
"B3GNT5 (ENSG00000176597.7)",17.645,17.555,17.625,17.0425,11.9475,12.255,6.5975,7.07,7.2075,30.225,28.29,27.61,27.2075,25.89,23.9625,4.2975,8.37,10.095
"LMNB2 (ENSG00000176619.6)",104.005,98.32,94.8425,106.095,86.7025,85.6975,59.9775,62.0725,67.37,81.1225,76.82,78.57,116.03,104.69,108.2325,55.7275,43.27,41.715
"RMDN1 (ENSG00000176623.7)",46.5625,45.385,47.0125,65.755,59.115,63.5425,55.405,58.6075,57.045,37.2275,35.7825,39.325,47.48,55.5325,44.9325,52,49.4925,48.6225
"MEX3C (ENSG00000176624.9)",19.76,17.9425,16.9025,33.5375,34.9475,34.17,11.3025,9.84,13.3675,24.1425,25.135,25.9625,20.0825,19.6,21.32,19.545,24.2075,25.2425
"RNF152 (ENSG00000176641.6)",0.11,0.305,0.2825,0.59,0.375,0.245,1.2875,1.23,1.275,1.2175,0.8175,1.4125,0.56,0.1,0.055,3.73,5.98,6.4575
"MYO1D (ENSG00000176658.12)",21.875,22.2875,22.6625,41.05,36.3075,33.4,47.305,46.2625,44.5575,21.1225,21.6275,22.7525,47.725,46.7225,50.2925,4.31,5.9675,5.5875
"FOXL1 (ENSG00000176678.4)",4.59,4.6325,3.4225,0.0375,0.15,0.05,0.0975,0.035,0.125,4.47,3.3625,3.805,0,0,0,0,0,0
"LRRC37A (ENSG00000176681.10)",0.4375,0.39,0.52,0.8425,0.92,0.14,0.39,0.5175,0.4075,1.3875,1.205,1.0775,0.2975,0.2575,0,1.14,1.5725,1.305
"FOXC2 (ENSG00000176692.4)",0,0,0,0,0.06,0,0,0,0,1.4425,1.2825,1.46,0,0,0,0,0,0
"BDNF (ENSG00000176697.14)",5.115,4.5075,4.5,2.3,1.975,2.495,20.8425,23.4975,23.12,0.2975,0.1875,0.325,19.0225,19.535,21.3975,0.1625,0.0325,0.0325
"SCAND2P (ENSG00000176700.15)",3.7,4.0675,3.995,4.64,6.8425,6.1875,4.3175,3.85,4.43,4.5575,7.6675,7.02,3.81,4.015,3.5825,5.5225,4.96,4.9775
"CCDC121 (ENSG00000176714.9)",3.535,3.77,2.78,4.3575,4.1325,3.8475,1.6375,1.7725,2.5875,2.96,2.5075,2.505,3.385,2.1225,2.4225,7.4725,9.575,8.505
"ACSF3 (ENSG00000176715.11)",29.3925,30.735,28.75,37.9425,32.1975,32.5675,17.1325,15.7225,16.415,20.66,17.73,18.0525,37.49,31.4125,35.59,25.1975,23.35,22.4925
"BOK (ENSG00000176720.3)",50.3675,55.925,58.6225,13.945,11.6525,11.54,10.5875,9.765,10.645,21.66,20.475,19.3025,35.845,36.4775,38.41,12.38,11.3875,11.985
"ZNF843 (ENSG00000176723.5)",0.48,0.3525,0.4075,0.35,0.0725,0.4675,0,0.0925,0.1075,0.16,0,0,0,0,0,0.8975,1.215,1.395
"C8orf59 (ENSG00000176731.7)",221.385,226.295,223.5975,173.4575,162.97,150.8225,208.65,206.8625,199.9125,147.3425,149.985,128.7325,351.6125,344.9225,327.45,210.6575,176.1425,171.5525
"PFN4 (ENSG00000176732.6)",0.6425,1.7875,1.9275,1.2575,1.455,0.6925,0.95,1.1425,1.825,1.9425,1.6275,1.4375,0.14,0,0.365,3.405,5.7925,4.7825
"NA (ENSG00000176734.3)",0,0.0225,0.0225,0.0225,0,0,0,0,0,0,0.0225,0,0.8875,0.605,0.8575,14.6325,23.0075,22.1025
"CDK5R1 (ENSG00000176749.4)",5.0625,5.9525,4.6825,8.77,4.99,4.17,3.3525,2.6125,3.2825,3.2325,2.79,3.11,4.165,3.945,4.115,0.645,0.6175,0.8075
"C15orf56 (ENSG00000176753.3)",1.105,0.8525,1.12,0,0.07,0,0.05,0.27,0,0,0,0,0,0,0,0.2175,0.205,0.5225
"TCERG1L (ENSG00000176769.9)",0,0,0.0425,0,0,0,0,0,0,0.15,0.055,0,0.7825,0.63,0.8975,0.1875,0.05,0
"NCKAP5 (ENSG00000176771.11)",1.0525,1.5525,0.4875,0,0.0175,0,0.0325,0,0.0475,1.9725,2.155,2.085,0,0,0,1.435,1.4025,1.4725
"RUFY1 (ENSG00000176783.10)",36.42,35.455,32.76,19.9225,17.3375,17.8375,39.4925,41.7475,37.92,32.2225,33.49,32.05,40.715,35.7675,38.7325,28.0525,35.6325,33.81
"BASP1 (ENSG00000176788.7)",0.2625,1.115,0.1425,105.37,78.7775,65.4425,417.4825,399.0875,385.7825,216.0025,193.965,202.2825,0.8625,0.8725,0.7175,217.0125,141.8425,129.39
"LRRC37A3 (ENSG00000176809.6)",2.965,2.8025,3.3175,2.965,4.3475,5.5175,4.8925,3.4275,3.765,1.675,1.68,2.2,0.45,1.67,1.2375,1.955,4.2425,1.975
"FKBP9P1 (ENSG00000176826.11)",2.0825,2.32,2.1825,2.2325,3.1425,3.1,1.4325,1.4775,1.005,3.1925,4.945,3.9425,0.825,1.3,0.8725,0.625,0.145,0.18
"VSIG10 (ENSG00000176834.9)",25.05,21.6175,21.73,41.2875,47.6,50.715,19.1675,17.92,17.6325,27.0225,27.5275,23.3225,28.53,30.2625,30.2925,30.7625,35.6025,32.3825
"IRX5 (ENSG00000176842.10)",2.565,2.4875,2.39,3.7875,1.4975,2.13,1.4,1.05,1.345,1.52,1.405,1.4325,1.1025,1.03,0.815,43.4725,40.755,44.315
"METRNL (ENSG00000176845.8)",68.5025,77.74,77.355,19.33,14.38,15.18,3.6,5.61,4.74,15.32,18.6375,17.5975,54.045,50.4175,48.71,105.415,90.1375,99.2075
"FAM91A1 (ENSG00000176853.11)",29.1625,28.4725,26.52,31.265,37.405,39.6825,29.3475,29.525,30.6275,26.34,24.5425,27.4625,58.475,60.47,58.945,41.7725,47.935,47.0325
"KRT18P28 (ENSG00000176855.11)",0.9075,0.5425,0.305,0,0.7275,0,1.13,0.835,1.7925,0.105,0,0.2175,0.41,0.3375,0.545,0.6175,0.6875,0.375
" (ENSG00000176868.1)",8.995,7.7625,8.2375,20.19,25.275,21.44,16.8075,23.635,21.985,20.94,24.485,19.7225,30.9225,28.4075,30.96,6.93,12.2575,8.1175
"WSB2 (ENSG00000176871.4)",85.4525,87.8075,82.2475,108.8375,127.105,125.0225,47.58,46.125,44.2375,61.86,62.4825,63.06,73.8025,77.625,69.1475,156.6475,159.2525,148.2175
"GRIN1 (ENSG00000176884.10)",0.205,0.5625,0.6075,0.0325,0.04,0,0.6475,1.075,0.87,0.1475,0.0325,0.0275,0.03,0,0,14.89,17.015,9.9025
"SOX11 (ENSG00000176887.5)",0.0175,0.0125,0,0,0,0,0,0,0.0125,0,0.0275,0,0.0125,0,0,22.4575,18.69,20.5375
"TYMS (ENSG00000176890.11)",59.295,55.82,59.5,47.335,19.1125,16.3925,152.87,154.0925,155.415,376.8625,306.6225,320.62,141.1975,121.5775,102.7175,143.9975,84.185,82.135
"PXMP2 (ENSG00000176894.5)",28.205,28.6175,30.185,71.0425,54.495,51.6125,29.0775,26.605,27.35,57.6675,53.6675,45.535,39.92,42.575,39.8925,129.6025,104.07,108.4325
"TCEANC (ENSG00000176896.7)",1.0575,0.93,0.645,1.17,1.395,1.65,0.66,0.795,0.6625,0.0825,0.285,0.39,0.85,1.38,1.03,3.615,4.9375,5.595
"PNMA1 (ENSG00000176903.3)",46.0075,48.7775,47.045,56.3225,67.445,62.1125,20.73,21.405,23.5875,17.1075,15.7625,16.3425,26.6125,28.2,32.5925,40.37,46.415,48.1625
"TCIM (ENSG00000176907.3)",0,0.1375,0,29.2075,26.08,23.79,1.515,1.2225,1.1825,0.7475,0.425,0.1725,0.135,0.35,0.265,0.2025,0.2275,0.465
"MAMSTR (ENSG00000176909.7)",2.765,3.37,3.055,0.9275,0.775,0.9375,0.3425,0.22,0.1175,0.9875,1.4825,0.98,1.3975,0.7975,0.6825,0.2575,0.105,0.29
"TYMSOS (ENSG00000176912.3)",3.45,2.1125,2.0975,1.795,0.4325,0.2425,2.5925,3.22,2.02,13.1,15.41,13.09,4.5,2.4325,2.3725,19.5925,10.455,8.5525
"ANKLE2 (ENSG00000176915.10)",50.495,52.78,52.1975,45.455,45.6325,42.57,20.4275,21.8275,23.4425,23.2875,23.7225,23.2525,42.5525,45.0075,39.8475,34.01,41.0625,33.9375
"FUT2 (ENSG00000176920.10)",32.985,35.935,37.5475,1.5275,1.865,2.7375,1.095,1.1025,1.945,1.6125,0.8125,1.425,1.335,1.15,0.9275,0.6,0.57,0.28
"EFCAB5 (ENSG00000176927.10)",0.055,0,0.04,0.055,0,0,0.2975,0.255,1.3575,0.525,0,0,0.695,0.655,0.32,2.5425,1.5175,2.7825
"GCNT4 (ENSG00000176928.4)",1.0525,0.65,0.625,0.07,0.0425,0,2.825,3.04,2.8125,0.6125,0.8125,0.5725,0.805,0.735,0.745,0.135,0.1175,0.1925
"TOB2P1 (ENSG00000176933.4)",4.02,4.63,2.7025,0.865,0.73,0.75,2.22,3.4125,2.7825,2.8275,2.49,2.935,0.26,0.21,0.3025,1.7025,2.2275,2.5075
"MUC20 (ENSG00000176945.12)",84.5175,72.78,70.7925,1.285,0.7175,1.2975,0.0325,0,0.1925,7.7025,8.145,9.5625,14.5325,12.005,18.25,1.1325,0.805,0.5875
"THAP4 (ENSG00000176946.7)",70.87,72.73,74.2,40.955,46.1075,50.02,65.57,67.335,70.8125,64.2875,70.5025,73.475,65.47,69.5925,72.75,51.54,51.09,56.255
"NFATC2IP (ENSG00000176953.6)",26.88,28.5975,26.63,25.65,23.355,20.22,25.2425,23.405,26.15,28.62,25.42,24.91,19.545,18.9775,16.37,29.6025,26.5825,22.1025
"FIBIN (ENSG00000176971.2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115,0.7125,1.03
"FAM89B (ENSG00000176973.7)",19.49,21.365,18.7225,22.37,15.9525,16.71,29.2475,27.0775,27.8725,31.5825,29.0225,25.68,26.0425,22.775,27.4225,75.5225,63.2525,68.4575
"SHMT1 (ENSG00000176974.13)",29.9175,28.6175,31.0175,48.8025,28.8625,26.4375,44.2525,43.19,43.3475,85.7225,86.4375,69.6225,116.04,103.1825,115.6625,59.44,44.39,43.045
"DPP7 (ENSG00000176978.9)",107.62,98.0475,96.885,113.05,89.8425,92.7275,60.5975,55.595,63.265,93.265,91.945,93.385,183.53,170.3025,162.03,74.24,85.9575,70.3925
"SEC24C (ENSG00000176986.10)",79.6725,81.425,72.75,43.805,37.3875,39.2725,62.605,54.6775,60.93,51.82,47.2275,47.9925,82.5475,84.185,82.5625,99.9325,103.05,88.9125
"SMCR8 (ENSG00000176994.9)",5.8025,7.42,5.5475,7.5875,9.17,9.35,4.485,4.925,5.6,7.0075,7.45,7.8325,9.3175,10.1225,10.635,18.065,21.065,19.05
"HCG4 (ENSG00000176998.3)",0,0,0,0,0,0,0.8725,0.47,0.8925,2.7275,2.6725,2.0375,0,0,0,0,0,0
"MTHFR (ENSG00000177000.6)",12.9975,13.1525,11.8175,7.97,12.445,10.2175,3.715,4.02,3.8375,5.8775,4.885,5.08,4.07,4.18,5.145,17.62,25.1525,20.19
"DEAF1 (ENSG00000177030.12)",38.8575,29.72,28.585,17.5725,16.24,16.175,29.44,31.1925,33.49,26.5875,23.5675,23.39,7.5475,7.9025,9.01,22.1175,19.24,21.6625
"MTX3 (ENSG00000177034.10)",8.36,8.2775,6.8975,6.98,8.1925,8.5425,6.99,9.65,8.0725,10.51,9.915,11.32,3.8175,3.2175,2.51,5.3575,8.9125,7.47
"TMEM80 (ENSG00000177042.10)",18.29,16.6025,13.585,6.4175,8.1375,7.205,18.2125,23.0525,20.3225,14.6425,19.3125,16.435,15.12,11.4775,11.8425,15.375,20.6325,21.1475
"SIX5 (ENSG00000177045.6)",8.7425,8.8975,7.34,19.7225,20.5475,16.57,6.3725,7.64,8.3225,6.9475,6.48,5.4425,12.95,11.11,9.92,14.0975,15.9175,17.9
"FBXO46 (ENSG00000177051.5)",9.9925,9.785,9.835,13.655,14.495,14.735,8.35,9.8225,10.3,10.1475,8.4825,9.305,20.555,19.84,18.435,23.44,23.1925,27.3
"ZDHHC13 (ENSG00000177054.9)",21.1175,20.675,19.4075,17.355,14.4725,16.125,9.4925,9.2825,9.365,12.1325,12.87,12.695,65.975,61.055,58.2125,18.405,17.645,15.645
"SLC38A9 (ENSG00000177058.7)",21.115,17.08,22.495,27.9575,34.95,38.465,26.7175,31,26.7,23.7325,24.8925,28.415,21.33,21.795,19.59,12.4675,12.9225,11.7
"ACER2 (ENSG00000177076.4)",2.7775,2.9275,1.77,2.35,1.2975,1.7125,0.6525,0.785,0.425,0.5175,1.0725,0.72,0.27,0.9925,0.2125,7.4525,6.1425,6.3375
"WDR73 (ENSG00000177082.8)",24.5125,22.075,25.1575,22.0825,27.8825,26.29,23.865,23.76,24.57,18.64,20.5825,23.005,18.02,19.24,15.5875,16.9525,25.17,22.3675
"POLE (ENSG00000177084.12)",32.8975,29.2275,27.8925,29.6,22.635,21.175,25.805,23.635,26.325,19.465,20.44,17.4875,30.29,29.0625,26.6425,50.47,40.9425,37.3925
"PHETA2 (ENSG00000177096.4)",13.05,12.57,11.7925,0.69,0,0.22,5.645,7.195,5.0725,0.1,0.4725,0.05,0,0,0,7.9375,8.7525,8.4575
"SCN4B (ENSG00000177098.4)",0.345,0.1225,0.0275,0.0975,0.07,0,0,0,0,4.8825,2.8825,2.9025,0.2575,0.1875,0.2525,0,0,0
"RHOG (ENSG00000177105.9)",39.63,42.745,42.3175,21.505,21.515,19.9075,42.61,40.6725,44.5725,28.6175,30.3425,27.4,23.905,23.455,24.5075,21.17,20.59,22.395
